년도,사번,Emp. Group,직무명,역할구분 (MPRS),성별
2020,31297,Nonexempt,물류운전원,비대상,남
2020,31351,Nonexempt,물류교대반장,비대상,남
2020,31353,Nonexempt,물류교관,비대상,남
2020,31394,Nonexempt,물류관리원,비대상,남
2020,31395,Nonexempt,물류운전원,비대상,남
2020,31447,Nonexempt,물류교대반장,비대상,남
2020,31483,Nonexempt,물류교대반장,비대상,남
2020,31485,Nonexempt,물류운전원,비대상,남
2020,31518,Nonexempt,물류운전원,비대상,남
2020,31528,Nonexempt,물류운전원,비대상,남
2020,31536,Nonexempt,물류운전원,비대상,남
2020,31550,Nonexempt,생산관리원,비대상,남
2020,31568,Nonexempt,물류운전원,비대상,남
2020,31661,Nonexempt,물류운전원,비대상,남
2020,31725,Nonexempt,물류운전원,비대상,남
2020,31726,Nonexempt,물류교대반장,비대상,남
2020,31766,Nonexempt,물류운전원,비대상,남
2020,31781,Nonexempt,물류출하반장,비대상,남
2020,31783,Nonexempt,생산관리원,비대상,남
2020,31905,Nonexempt,물류운전원,비대상,남
2020,32021,Manager,물류총반장,비대상,남
2020,32126,Manager,Polymer운영 PL,P,남
2020,32238,Nonexempt,물류운전원,비대상,남
2020,32261,Exempt,Polymer생산관리기사,P,남
2020,32493,Manager,Polymer생산관리기사,P,여
2020,32630,Nonexempt,통관원,비대상,남
2020,32710,Nonexempt,출하운영원,비대상,여
2020,32743,Nonexempt,물류운전원,비대상,남
2020,31138,Nonexempt,NDP운영반장,비대상,남
2020,31254,Nonexempt,장치운전원,비대상,남
2020,31315,Nonexempt,장치운전원,비대상,남
2020,31352,Nonexempt,장치운전원,비대상,남
2020,31383,Nonexempt,장치운전원,비대상,남
2020,31512,Nonexempt,장치운전원,비대상,남
2020,31666,Nonexempt,장치운전원,비대상,남
2020,31684,Nonexempt,장치운전원,비대상,남
2020,31728,Nonexempt,장치운전원,비대상,남
2020,31911,Nonexempt,장치운전원,비대상,남
2020,31915,Nonexempt,장치운전원,비대상,남
2020,31123,Nonexempt,Nexlene총반장,비대상,남
2020,31234,Nonexempt,Nexlene교대반장,비대상,남
2020,31258,Nonexempt,Nexlene교대반장,비대상,남
2020,31259,Nonexempt,Nexlene교대반장,비대상,남
2020,31401,Nonexempt,Nexlene교대반장,비대상,남
2020,31435,Nonexempt,장치운전원,비대상,남
2020,31437,Nonexempt,장치운전원,비대상,남
2020,31484,Nonexempt,장치운전원,비대상,남
2020,31577,Nonexempt,장치운전원,비대상,남
2020,31578,Nonexempt,장치운전원,비대상,남
2020,31629,Nonexempt,장치운전원,비대상,남
2020,31664,Nonexempt,장치운전원,비대상,남
2020,31706,Nonexempt,장치운전원,비대상,남
2020,31729,Nonexempt,장치운전원,비대상,남
2020,31735,Nonexempt,물류운전원,비대상,남
2020,31736,Nonexempt,장치운전원,비대상,남
2020,31767,Nonexempt,장치운전원,비대상,남
2020,31882,Nonexempt,장치운전원,비대상,남
2020,31906,Nonexempt,장치운전원,비대상,남
2020,31908,Nonexempt,장치운전원,비대상,남
2020,31910,Nonexempt,장치운전원,비대상,남
2020,32169,Nonexempt,Nexlene교관,비대상,남
2020,32211,Nonexempt,장치운전원,비대상,남
2020,32218,Nonexempt,장치운전원,비대상,남
2020,32241,Nonexempt,장치운전원,비대상,남
2020,32254,Nonexempt,장치운전원,비대상,남
2020,32255,Nonexempt,장치운전원,비대상,남
2020,32256,Nonexempt,장치운전원,비대상,남
2020,32257,Nonexempt,장치운전원,비대상,남
2020,32258,Nonexempt,장치운전원,비대상,남
2020,32302,Nonexempt,장치운전원,비대상,남
2020,32502,Manager,Nexlene생산 PL,P,남
2020,32727,Nonexempt,장치운전원,비대상,남
2020,32728,Nonexempt,장치운전원,비대상,남
2020,32729,Nonexempt,장치운전원,비대상,남
2020,32730,Nonexempt,장치운전원,비대상,남
2020,32731,Nonexempt,장치운전원,비대상,남
2020,31444,Manager,닝보EPDM총경리,P,남
2020,32618,Exempt,생산기사,P,여
2020,31225,Nonexempt,장치운전원,비대상,남
2020,31646,Nonexempt,안전·환경·보건관리원,비대상,남
2020,32191,Manager,Olefin공장장,P,남
2020,31177,Nonexempt,Olefin기술원,비대상,남
2020,31987,Nonexempt,Olefin기술원,비대상,남
2020,32201,Manager,생산기술기사,P,여
2020,32455,Manager,생산기술기사,P,남
2020,32467,Manager,Olefin기술원,비대상,남
2020,32485,Manager,Basic Chemical Tech 1 PL,P,남
2020,32533,Exempt,생산기술기사,P,남
2020,32558,Exempt,생산기술기사,P,남
2020,32603,Exempt,생산기술기사,P,남
2020,32604,Exempt,생산기술기사,P,남
2020,32616,Exempt,생산기술기사,P,남
2020,32687,Manager,생산기술기사,P,남
2020,32694,Exempt,생산기술기사,P,남
2020,32695,Exempt,생산기술기사,P,남
2020,32708,Exempt,생산기술기사,P,남
2020,32756,Nonexempt,Olefin기술원,비대상,남
2020,31059,Manager,총반장 인수인계,비대상,남
2020,31093,Nonexempt,장치운전원,비대상,남
2020,31099,Nonexempt,Olefin교관,비대상,남
2020,31141,Nonexempt,장치운전원,비대상,남
2020,31148,Nonexempt,Olefin총반장,비대상,남
2020,31150,Nonexempt,장치운전원,비대상,남
2020,31158,Nonexempt,장치운전원,비대상,남
2020,31223,Nonexempt,Olefin교대반장,비대상,남
2020,31295,Nonexempt,장치운전원,비대상,남
2020,31302,Nonexempt,Olefin총반장,비대상,남
2020,31304,Nonexempt,Olefin교대반장,비대상,남
2020,31305,Nonexempt,장치운전원,비대상,남
2020,31319,Nonexempt,장치운전원,비대상,남
2020,31329,Nonexempt,Olefin교관,비대상,남
2020,31341,Nonexempt,Olefin교대반장,비대상,남
2020,31342,Nonexempt,장치운전원,비대상,남
2020,31404,Nonexempt,장치운전원,비대상,남
2020,31405,Nonexempt,Olefin교대반장,비대상,남
2020,31420,Nonexempt,장치운전원,비대상,남
2020,31431,Nonexempt,장치운전원,비대상,남
2020,31452,Nonexempt,Olefin교대반장,비대상,남
2020,31551,Nonexempt,장치운전원,비대상,남
2020,31553,Nonexempt,Olefin교대반장,비대상,남
2020,31570,Nonexempt,장치운전원,비대상,남
2020,31573,Nonexempt,장치운전원,비대상,남
2020,31576,Nonexempt,Olefin교대반장,비대상,남
2020,31593,Nonexempt,장치운전원,비대상,남
2020,31594,Nonexempt,Olefin교대반장,비대상,남
2020,31614,Nonexempt,장치운전원,비대상,남
2020,31616,Nonexempt,장치운전원,비대상,남
2020,31618,Nonexempt,장치운전원,비대상,남
2020,31622,Nonexempt,장치운전원,비대상,남
2020,31641,Nonexempt,장치운전원,비대상,남
2020,31642,Nonexempt,장치운전원,비대상,남
2020,31643,Nonexempt,장치운전원,비대상,남
2020,31671,Nonexempt,장치운전원,비대상,남
2020,31673,Nonexempt,장치운전원,비대상,남
2020,31677,Nonexempt,장치운전원,비대상,남
2020,31719,Nonexempt,장치운전원,비대상,남
2020,31871,Nonexempt,장치운전원,비대상,남
2020,31874,Nonexempt,장치운전원,비대상,남
2020,31881,Nonexempt,장치운전원,비대상,남
2020,31941,Nonexempt,장치운전원,비대상,남
2020,31985,Nonexempt,장치운전원,비대상,남
2020,31986,Nonexempt,장치운전원,비대상,남
2020,31991,Nonexempt,장치운전원,비대상,남
2020,32034,Nonexempt,장치운전원,비대상,남
2020,32209,Nonexempt,장치운전원,비대상,남
2020,32225,Nonexempt,장치운전원,비대상,남
2020,32311,Nonexempt,장치운전원,비대상,남
2020,32312,Nonexempt,장치운전원,비대상,남
2020,32323,Nonexempt,장치운전원,비대상,남
2020,32360,Nonexempt,장치운전원,비대상,남
2020,32365,Nonexempt,장치운전원,비대상,남
2020,32453,Manager,Olefin생산1 PL,P,남
2020,32658,Nonexempt,장치운전원,비대상,남
2020,32732,Nonexempt,장치운전원,비대상,남
2020,31088,Manager,Olefin교관,비대상,남
2020,31135,Nonexempt,Global지원담당,비대상,남
2020,31137,Nonexempt,분해로관리담당,비대상,남
2020,31139,Nonexempt,Olefin총반장,비대상,남
2020,31143,Nonexempt,장치운전원,비대상,남
2020,31145,Nonexempt,장치운전원,비대상,남
2020,31147,Nonexempt,Global지원담당,비대상,남
2020,31215,Nonexempt,장치운전원,비대상,남
2020,31222,Nonexempt,장치운전원,비대상,남
2020,31227,Nonexempt,장치운전원,비대상,남
2020,31231,Nonexempt,장치운전원,비대상,남
2020,31326,Nonexempt,장치운전원,비대상,남
2020,31379,Nonexempt,Olefin교대반장,비대상,남
2020,31421,Nonexempt,Olefin교대반장,비대상,남
2020,31451,Nonexempt,장치운전원,비대상,남
2020,31454,Nonexempt,장치운전원,비대상,남
2020,31457,Nonexempt,장치운전원,비대상,남
2020,31521,Nonexempt,Oefin교대반장,비대상,남
2020,31524,Nonexempt,장치운전원,비대상,남
2020,31532,Nonexempt,장치운전원,비대상,남
2020,31582,Nonexempt,장치운전원,비대상,남
2020,31590,Nonexempt,장치운전원,비대상,남
2020,31591,Nonexempt,장치운전원,비대상,남
2020,31637,Nonexempt,장치운전원,비대상,남
2020,31647,Nonexempt,Olefin교대반장,비대상,남
2020,31648,Nonexempt,장치운전원,비대상,남
2020,31680,Nonexempt,장치운전원,비대상,남
2020,31785,Nonexempt,장치운전원,비대상,남
2020,31876,Nonexempt,장치운전원,비대상,남
2020,31878,Nonexempt,장치운전원,비대상,남
2020,31880,Nonexempt,장치운전원,비대상,남
2020,31901,Nonexempt,장치운전원,비대상,남
2020,31942,Nonexempt,장치운전원,비대상,남
2020,31943,Nonexempt,장치운전원,비대상,남
2020,31988,Nonexempt,장치운전원,비대상,남
2020,32212,Nonexempt,장치운전원,비대상,남
2020,32262,Manager,Olefin생산2 PL,P,남
2020,32354,Nonexempt,장치운전원,비대상,남
2020,32356,Nonexempt,장치운전원,비대상,남
2020,32361,Nonexempt,장치운전원,비대상,남
2020,32364,Nonexempt,장치운전원,비대상,남
2020,32367,Nonexempt,장치운전원,비대상,남
2020,32371,Nonexempt,추후부여,비대상,남
2020,32376,Nonexempt,장치운전원,비대상,남
2020,32659,Nonexempt,장치운전원,비대상,남
2020,32733,Nonexempt,장치운전원,비대상,남
2020,32734,Nonexempt,장치운전원,비대상,남
2020,32735,Nonexempt,장치운전원,비대상,남
2020,31058,Nonexempt,장치운전원,비대상,남
2020,31092,Nonexempt,저장·출하운영원,비대상,남
2020,31097,Nonexempt,Olefin총반장,비대상,남
2020,31098,Nonexempt,장치운전원,비대상,남
2020,31153,Nonexempt,장치운전원,비대상,남
2020,31154,Nonexempt,장치운전원,비대상,남
2020,31210,Nonexempt,Olefin교관,비대상,남
2020,31224,Nonexempt,장치운전원,비대상,남
2020,31228,Nonexempt,장치운전원,비대상,남
2020,31230,Nonexempt,장치운전원,비대상,남
2020,31306,Nonexempt,장치운전원,비대상,남
2020,31309,Nonexempt,Olefin교관,비대상,남
2020,31321,Nonexempt,Olefin총반장,비대상,남
2020,31322,Nonexempt,장치운전원,비대상,남
2020,31327,Nonexempt,Olefin교대반장,비대상,남
2020,31377,Nonexempt,Olefin교대반장,비대상,남
2020,31400,Nonexempt,Olefin교대반장,비대상,남
2020,31415,Nonexempt,장치운전원,비대상,남
2020,31456,Nonexempt,장치운전원,비대상,남
2020,31486,Nonexempt,출하운전원,비대상,남
2020,31522,Nonexempt,Olefin교대반장,비대상,남
2020,31541,Nonexempt,장치운전원,비대상,남
2020,31542,Nonexempt,장치운전원,비대상,남
2020,31557,Nonexempt,장치운전원,비대상,남
2020,31569,Nonexempt,Olefin교대반장,비대상,남
2020,31579,Nonexempt,장치운전원,비대상,남
2020,31615,Nonexempt,Olefin교대반장,비대상,남
2020,31621,Nonexempt,장치운전원,비대상,남
2020,31631,Nonexempt,장치운전원,비대상,남
2020,31649,Nonexempt,Olefin교대반장,비대상,남
2020,31652,Nonexempt,장치운전원,비대상,남
2020,31670,Nonexempt,장치운전원,비대상,남
2020,31679,Nonexempt,장치운전원,비대상,남
2020,31682,Nonexempt,Olefin교대반장,비대상,남
2020,31683,Nonexempt,장치운전원,비대상,남
2020,31697,Nonexempt,장치운전원,비대상,남
2020,31774,Nonexempt,장치운전원,비대상,남
2020,31775,Nonexempt,장치운전원,비대상,남
2020,31776,Nonexempt,장치운전원,비대상,남
2020,31777,Nonexempt,장치운전원,비대상,남
2020,31879,Nonexempt,장치운전원,비대상,남
2020,31945,Nonexempt,장치운전원,비대상,남
2020,32316,Nonexempt,장치운전원,비대상,남
2020,32320,Nonexempt,장치운전원,비대상,남
2020,32329,Nonexempt,장치운전원,비대상,남
2020,32355,Nonexempt,장치운전원,비대상,남
2020,32357,Nonexempt,장치운전원,비대상,남
